X,Y
162.53327700509115,35.850500647080594
159.8851678664942,34.912759125945094
156.85565053350527,34.09028053339919
154.0343684792239,33.15546866683053
151.21221716297762,32.22907292007504
148.166834604578,31.57268086487927
145.25233819059312,30.820182438959222
142.39053515249964,29.779970399550344
139.74803676481875,28.76673836103698
136.9491727645073,27.8276450932413
134.14220576927417,26.876890673283867
131.6899272400919,25.238573598819876
131.54721539870542,22.018302328021807
133.66645159649914,20.09207717640249
136.17380165754565,18.84561870473958
138.76642533293878,17.774606070471062
140.82689618428356,16.032989007439753
143.33330389554308,14.769387376074175
145.88295134016641,13.688101536055413
147.9799827118283,11.94975640355401
150.3480669273238,10.63569023726129
152.36351875941037,8.886935874279212
155.11391413781104,7.805229460130383
157.385024642802,6.579276113980782
157.5552341812869,4.757119596410644
158.74354360093713,2.365713495852797
160.49492917403072,0.6050708259693086
